id,name,subject,qualification,experience,schoolId,classes,phone,salary,joiningDate
583,Ms. Divyansh Senapati,Hindi,M.Sc,20 years,38,"[""Class 1"", ""Class 9""]",9906833630,73937,2013-08-22
584,Mr. Rudra Sahoo,Odia,M.A,16 years,38,"[""Class 3"", ""Class 1""]",9489956960,52165,2002-07-11
585,Mrs. Kiaan Behera,Mathematics,B.Sc,1 years,38,"[""Class 10"", ""Class 9"", ""Class 3""]",9559067173,49016,2019-10-14
586,Mrs. Yash Senapati,English,B.Ed,19 years,38,"[""Class 4"", ""Class 3"", ""Class 1"", ""Class 10""]",9614144335,43916,2016-03-09
587,Ms. Anaya Naik,Mathematics,M.A,12 years,38,"[""Class 6"", ""Class 3""]",9248076531,54034,2013-02-15
588,Ms. Avni Singh,Social Science,M.A,2 years,38,"[""Class 4"", ""Class 4"", ""Class 1""]",9378751820,28219,2002-09-15
589,Mrs. Arnav Sahu,Computer Science,M.A,6 years,38,"[""Class 9"", ""Class 9"", ""Class 10""]",9442489994,37882,2001-02-24
590,Mr. Divyansh Mohapatra,Computer Science,M.Sc,20 years,38,"[""Class 8"", ""Class 1""]",9796133261,46647,2003-12-05
591,Ms. Pihu Singh,English,B.A,12 years,38,"[""Class 10"", ""Class 8"", ""Class 2""]",9804162133,57005,2024-07-09
592,Mrs. Shivansh Dash,Mathematics,B.Ed,3 years,38,"[""Class 10"", ""Class 5"", ""Class 9""]",9606453590,32322,2022-06-16
593,Mrs. Yash Das,Odia,M.Sc,16 years,38,"[""Class 3"", ""Class 1"", ""Class 6""]",9402344070,27012,2014-01-02
594,Ms. Ishaan Patra,Computer Science,B.Ed,2 years,38,"[""Class 3"", ""Class 7"", ""Class 4"", ""Class 7""]",9842045033,74838,2013-10-18
595,Mrs. Myra Biswal,Hindi,B.Ed,5 years,38,"[""Class 6"", ""Class 6"", ""Class 5"", ""Class 7""]",9716322380,84677,2009-12-28
596,Ms. Kian Dash,Social Science,B.Ed,7 years,39,"[""Class 10"", ""Class 1"", ""Class 5"", ""Class 1""]",9187196454,81355,2002-08-23
597,Mr. Raghav Samantaray,Social Science,M.Sc,8 years,39,"[""Class 1"", ""Class 2""]",9765540461,83394,2004-11-26
598,Ms. Shanaya Tripathy,English,M.Sc,1 years,39,"[""Class 1"", ""Class 10"", ""Class 1"", ""Class 4""]",9814188976,58239,2022-10-28
599,Mr. Aanya Biswal,Computer Science,B.A,3 years,39,"[""Class 7"", ""Class 6"", ""Class 8"", ""Class 6""]",9108440811,37364,2008-04-01
600,Mr. Arnav Mishra,Social Science,B.Sc,23 years,39,"[""Class 8"", ""Class 1"", ""Class 9"", ""Class 5""]",9961361309,64395,2008-08-24
601,Ms. Diya Naik,Hindi,M.Sc,14 years,39,"[""Class 6"", ""Class 7""]",9804034327,29953,2002-05-23
602,Mrs. Inaya Kumar,Science,M.Sc,11 years,39,"[""Class 5"", ""Class 4"", ""Class 4""]",9461812462,47683,2004-12-19
603,Mrs. Raghav Biswal,English,B.Sc,12 years,39,"[""Class 9"", ""Class 4"", ""Class 3"", ""Class 3""]",9881066572,33636,2013-04-14
604,Mr. Kian Panda,Mathematics,B.Sc,10 years,39,"[""Class 9"", ""Class 4""]",9187335636,82712,2018-12-09
605,Mr. Avni Tripathy,Odia,B.Sc,17 years,39,"[""Class 9"", ""Class 10"", ""Class 1"", ""Class 8""]",9923047100,34769,2014-01-01
606,Mrs. Navya Swain,Science,M.A,10 years,39,"[""Class 3"", ""Class 4"", ""Class 6"", ""Class 9""]",9788293437,72069,2009-03-19
607,Ms. Kian Sahu,Social Science,M.Sc,2 years,39,"[""Class 1"", ""Class 10""]",9688785552,72699,2022-12-07
608,Ms. Ayaan Panda,Mathematics,B.A,11 years,39,"[""Class 3"", ""Class 4""]",9959626639,53268,2013-10-20
609,Ms. Vihaan Jena,English,M.Sc,25 years,39,"[""Class 1"", ""Class 2""]",9162669214,80063,2007-01-24
610,Ms. Kabir Tripathy,Hindi,M.Sc,19 years,39,"[""Class 9"", ""Class 6""]",9461228118,59877,2016-07-18
611,Ms. Kabir Mohapatra,English,B.A,25 years,39,"[""Class 9"", ""Class 4""]",9876379324,51880,2021-11-18
612,Ms. Ayaan Tripathy,Odia,B.Sc,6 years,39,"[""Class 1"", ""Class 4"", ""Class 1""]",9352902312,68102,2000-11-08
613,Ms. Myra Kumar,English,B.Ed,3 years,39,"[""Class 1"", ""Class 10"", ""Class 2""]",9884401639,80147,2013-11-17
614,Mr. Vivaan Patel,Hindi,B.A,10 years,40,"[""Class 6"", ""Class 9""]",9323549698,70752,2024-07-24
615,Mrs. Diya Nayak,Computer Science,B.Ed,9 years,40,"[""Class 2"", ""Class 8"", ""Class 5"", ""Class 4""]",9671020274,30825,2006-10-26
616,Mrs. Riya Parida,Mathematics,M.A,20 years,40,"[""Class 1"", ""Class 10"", ""Class 6"", ""Class 8""]",9813271894,40971,2018-02-25
617,Mr. Harsh Parida,Science,B.Ed,25 years,40,"[""Class 9"", ""Class 4"", ""Class 3""]",9339925846,79619,2020-05-17
618,Ms. Khushi Kar,Science,B.Ed,3 years,40,"[""Class 8"", ""Class 9""]",9788147554,57271,2016-07-16
619,Mrs. Navya Parida,Odia,B.Ed,25 years,40,"[""Class 10"", ""Class 5"", ""Class 2""]",9699581971,55806,2014-02-25
620,Ms. Rudra Mohapatra,Mathematics,M.A,22 years,40,"[""Class 8"", ""Class 5"", ""Class 5""]",9319671759,74082,2019-07-22
621,Mrs. Vihaan Biswal,Science,M.A,17 years,40,"[""Class 10"", ""Class 5"", ""Class 4""]",9595175670,41822,2017-09-03
622,Mr. Riya Behera,Science,B.Ed,13 years,40,"[""Class 8"", ""Class 10""]",9555039365,57181,2001-07-03
623,Mrs. Vivaan Nayak,English,B.Ed,17 years,40,"[""Class 7"", ""Class 1"", ""Class 5""]",9723143483,57969,2008-09-10
624,Ms. Harsh Patra,Science,M.Sc,3 years,40,"[""Class 6"", ""Class 2"", ""Class 2""]",9166239652,46349,2013-08-11
625,Mr. Avni Panda,English,B.Sc,25 years,40,"[""Class 1"", ""Class 10"", ""Class 8""]",9240915389,46693,2021-09-04
626,Mr. Krishna Samantaray,Odia,M.A,13 years,40,"[""Class 9"", ""Class 5"", ""Class 1""]",9945859984,71067,2012-02-18
627,Mr. Shaurya Tripathy,Hindi,B.Sc,6 years,40,"[""Class 4"", ""Class 8"", ""Class 3""]",9106989549,29446,2013-08-19
628,Ms. Krishna Biswal,English,B.A,10 years,40,"[""Class 10"", ""Class 8"", ""Class 7""]",9204607893,56827,2004-07-04
629,Mrs. Myra Patel,Odia,M.Sc,25 years,40,"[""Class 3"", ""Class 3"", ""Class 7""]",9243272540,56060,2020-03-19
630,Mrs. Arjun Mallick,English,M.Sc,20 years,40,"[""Class 6"", ""Class 8"", ""Class 6""]",9587890730,60828,2007-10-25
631,Mr. Aarav Sahu,Mathematics,B.A,1 years,41,"[""Class 3"", ""Class 3"", ""Class 1"", ""Class 5""]",9483180669,52019,2010-07-13
632,Mr. Pari Sahu,Computer Science,B.A,2 years,41,"[""Class 9"", ""Class 9"", ""Class 7""]",9584520732,66893,2022-07-25
633,Mr. Aarav Mishra,Mathematics,B.A,17 years,41,"[""Class 7"", ""Class 3""]",9309044638,29684,2004-06-25
634,Mr. Anaya Samantaray,Science,B.Sc,12 years,41,"[""Class 6"", ""Class 7"", ""Class 10""]",9906274471,46484,2021-07-03
635,Mr. Harsh Kumar,Social Science,M.A,20 years,41,"[""Class 1"", ""Class 9"", ""Class 10""]",9764590746,59420,2019-01-14
636,Mr. Diya Biswal,Computer Science,M.Sc,20 years,41,"[""Class 3"", ""Class 4"", ""Class 3"", ""Class 3""]",9867861916,79348,2018-06-20
637,Ms. Kian Kar,English,M.A,1 years,41,"[""Class 10"", ""Class 5"", ""Class 3"", ""Class 9""]",9875145972,35744,2009-06-19
638,Mrs. Prisha Mishra,Odia,M.Sc,4 years,41,"[""Class 3"", ""Class 10"", ""Class 8""]",9623267255,69749,2008-08-29
639,Ms. Inaya Mohapatra,Social Science,M.Sc,3 years,41,"[""Class 9"", ""Class 6"", ""Class 2"", ""Class 8""]",9393803290,38368,2000-12-15
640,Ms. Aryan Rout,Computer Science,B.Sc,1 years,41,"[""Class 3"", ""Class 1"", ""Class 4""]",9243630267,54989,2008-02-16
641,Mrs. Anika Tripathy,Social Science,B.A,6 years,41,"[""Class 6"", ""Class 7""]",9309144770,31871,2019-02-28
642,Ms. Rudra Senapati,Computer Science,B.Ed,12 years,41,"[""Class 9"", ""Class 1"", ""Class 5""]",9661520608,79099,2001-06-29
643,Mr. Myra Swain,Computer Science,M.Sc,4 years,42,"[""Class 1"", ""Class 7"", ""Class 1""]",9396080008,44976,2021-10-21
644,Mrs. Aryan Barik,Hindi,B.A,11 years,42,"[""Class 6"", ""Class 7""]",9274681509,46953,2005-04-21
645,Ms. Ishaan Patra,Odia,B.Sc,3 years,42,"[""Class 1"", ""Class 10"", ""Class 3""]",9743207992,58024,2005-06-24
646,Mrs. Riya Patel,Computer Science,M.Sc,16 years,42,"[""Class 5"", ""Class 1"", ""Class 3""]",9693777488,49037,2015-04-10
647,Mr. Darsh Parida,Hindi,M.Sc,7 years,42,"[""Class 8"", ""Class 8""]",9905578085,39329,2008-03-17
648,Mrs. Inaya Senapati,Social Science,B.A,6 years,42,"[""Class 4"", ""Class 7"", ""Class 3""]",9709147611,48849,2003-06-20
649,Ms. Vedant Jena,Hindi,B.Ed,10 years,42,"[""Class 6"", ""Class 7""]",9299913097,84414,2009-11-17
650,Mr. Darsh Swain,Mathematics,B.Sc,9 years,42,"[""Class 2"", ""Class 8""]",9461113299,82233,2010-10-01
651,Ms. Myra Mishra,Odia,B.Ed,8 years,42,"[""Class 7"", ""Class 7"", ""Class 8""]",9289535378,39628,2019-01-19
652,Mr. Anaya Singh,Hindi,B.Sc,16 years,42,"[""Class 9"", ""Class 3""]",9466886356,30925,2011-11-25
653,Mrs. Aryan Barik,Mathematics,M.A,11 years,42,"[""Class 5"", ""Class 10"", ""Class 9""]",9876503432,50353,2012-07-26
654,Ms. Shivansh Swain,Odia,M.Sc,7 years,42,"[""Class 4"", ""Class 3""]",9560186156,67485,2021-06-09
655,Mrs. Anika Parida,Odia,B.A,17 years,42,"[""Class 8"", ""Class 8"", ""Class 7""]",9303448413,53496,2011-08-24
656,Ms. Vedant Sahoo,English,B.Ed,16 years,42,"[""Class 7"", ""Class 6"", ""Class 8"", ""Class 7""]",9569955657,69796,2005-12-04
657,Mr. Prisha Sahu,Science,M.A,24 years,42,"[""Class 8"", ""Class 9"", ""Class 3"", ""Class 6""]",9465625495,32271,2006-09-21
658,Mr. Riya Panda,Odia,B.Sc,13 years,42,"[""Class 4"", ""Class 3""]",9504770925,43210,2013-02-17
659,Ms. Khushi Sharma,English,B.Ed,9 years,43,"[""Class 8"", ""Class 4""]",9237781448,33578,2020-07-10
660,Mr. Harsh Swain,Social Science,B.Ed,23 years,43,"[""Class 2"", ""Class 5"", ""Class 9""]",9630021698,54207,2005-07-15
661,Ms. Kiaan Kumar,Mathematics,B.A,2 years,43,"[""Class 1"", ""Class 4""]",9789349770,62233,2023-03-24
662,Mr. Anika Rout,Social Science,B.Sc,12 years,43,"[""Class 4"", ""Class 2"", ""Class 4""]",9567619701,38877,2012-04-15
663,Ms. Darsh Behera,Mathematics,M.Sc,6 years,43,"[""Class 8"", ""Class 6""]",9649788479,30239,2011-08-31
664,Mr. Navya Das,Science,B.Sc,4 years,43,"[""Class 1"", ""Class 3""]",9952817783,83749,2011-09-22
665,Mrs. Kian Kumar,Hindi,B.Sc,20 years,43,"[""Class 3"", ""Class 9"", ""Class 2"", ""Class 8""]",9756393318,55957,2010-05-24
666,Mr. Aarav Patel,Science,M.Sc,9 years,43,"[""Class 7"", ""Class 10"", ""Class 2""]",9170117992,61545,2022-03-25
667,Ms. Myra Mishra,Social Science,B.A,20 years,43,"[""Class 4"", ""Class 1""]",9968040276,72110,2004-06-20
668,Ms. Harsh Maharana,Hindi,B.Sc,16 years,43,"[""Class 8"", ""Class 1"", ""Class 7""]",9916278611,59943,2001-01-25
669,Ms. Arnav Sahu,Hindi,B.Ed,11 years,43,"[""Class 10"", ""Class 3"", ""Class 3"", ""Class 10""]",9189105412,70217,2022-02-18
670,Mrs. Rudra Sharma,Hindi,B.Sc,16 years,43,"[""Class 5"", ""Class 5""]",9743649376,58538,2005-01-20
671,Mr. Prisha Swain,Hindi,B.Ed,6 years,43,"[""Class 10"", ""Class 3""]",9933319089,38888,2008-07-13
672,Ms. Inaya Maharana,Odia,B.Ed,2 years,43,"[""Class 3"", ""Class 3"", ""Class 5"", ""Class 10""]",9979518573,66697,2013-05-11
673,Mrs. Pari Swain,Mathematics,M.Sc,25 years,44,"[""Class 9"", ""Class 1"", ""Class 3"", ""Class 6""]",9664798399,46211,2017-04-05
674,Mrs. Kian Barik,Computer Science,B.A,23 years,44,"[""Class 1"", ""Class 2"", ""Class 10"", ""Class 4""]",9324887383,73538,2017-07-02
675,Mrs. Darsh Behera,Odia,B.Ed,6 years,44,"[""Class 8"", ""Class 2"", ""Class 2"", ""Class 4""]",9417598931,36402,2019-10-30
676,Mr. Jai Sharma,Hindi,M.Sc,15 years,44,"[""Class 4"", ""Class 7"", ""Class 4"", ""Class 9""]",9364901370,71728,2010-10-29
677,Ms. Kian Nayak,Science,M.Sc,22 years,44,"[""Class 6"", ""Class 6""]",9573369003,53089,2014-10-18
678,Ms. Saanvi Mishra,Computer Science,B.Sc,11 years,44,"[""Class 7"", ""Class 1"", ""Class 8"", ""Class 6""]",9664147145,84544,2007-09-06
679,Ms. Aryan Mishra,Social Science,B.A,23 years,44,"[""Class 1"", ""Class 7"", ""Class 9"", ""Class 5""]",9731189558,67685,2017-08-20
680,Mrs. Aditya Das,Mathematics,B.Ed,13 years,44,"[""Class 1"", ""Class 7""]",9502029471,68571,2020-10-26
681,Mrs. Shivansh Naik,Science,B.A,18 years,44,"[""Class 3"", ""Class 8"", ""Class 2""]",9855388610,32243,2023-06-21
682,Mr. Daksh Lenka,English,M.Sc,1 years,44,"[""Class 8"", ""Class 2""]",9277955293,41355,2013-07-24
683,Ms. Khushi Pradhan,Hindi,B.Sc,10 years,44,"[""Class 2"", ""Class 5"", ""Class 10""]",9876414144,55302,2002-08-01
684,Mrs. Sai Samantaray,Computer Science,B.Ed,16 years,44,"[""Class 6"", ""Class 2"", ""Class 10"", ""Class 2""]",9605925374,54716,2018-08-29
685,Ms. Aditya Barik,Science,M.A,19 years,44,"[""Class 7"", ""Class 5""]",9256393821,59561,2004-11-12
686,Mrs. Rishabh Kumar,Social Science,B.Sc,10 years,44,"[""Class 8"", ""Class 8""]",9208448697,42670,2002-03-23
687,Ms. Shivansh Das,Hindi,B.Ed,23 years,45,"[""Class 7"", ""Class 3"", ""Class 10""]",9610104835,36951,2012-10-27
688,Mr. Ishaan Mallick,English,M.A,21 years,45,"[""Class 5"", ""Class 2"", ""Class 3""]",9968037654,79671,2015-10-17
689,Ms. Jai Barik,Hindi,B.Sc,19 years,45,"[""Class 10"", ""Class 10"", ""Class 10"", ""Class 1""]",9955029423,77072,2018-01-28
690,Mr. Atharv Barik,Odia,M.Sc,15 years,45,"[""Class 3"", ""Class 2"", ""Class 3"", ""Class 4""]",9390457915,73899,2013-11-19
691,Mr. Shivansh Lenka,English,B.Sc,4 years,45,"[""Class 10"", ""Class 10"", ""Class 8"", ""Class 7""]",9594728124,56373,2021-10-01
692,Mrs. Vihaan Kumar,Odia,B.Sc,12 years,45,"[""Class 5"", ""Class 1""]",9443889877,52314,2009-07-19
693,Mr. Ishaan Nayak,Science,B.Sc,20 years,45,"[""Class 4"", ""Class 1"", ""Class 2"", ""Class 7""]",9424550112,77797,2022-05-02
694,Ms. Atharv Samantaray,Odia,B.Sc,16 years,45,"[""Class 10"", ""Class 10"", ""Class 1""]",9371586932,83408,2024-03-05
695,Mr. Shanaya Mohanty,Social Science,B.Sc,9 years,45,"[""Class 9"", ""Class 2"", ""Class 10""]",9925554194,33157,2022-03-25
696,Mr. Aarav Patel,Odia,B.Ed,7 years,45,"[""Class 9"", ""Class 7""]",9483290897,39546,2002-02-09
697,Ms. Aanya Rout,Science,B.Sc,16 years,45,"[""Class 5"", ""Class 10"", ""Class 10"", ""Class 5""]",9823636185,48352,2000-11-26
698,Mr. Ishaan Behera,Hindi,B.A,12 years,45,"[""Class 7"", ""Class 4""]",9373118303,48522,2009-04-12
