id,name,class,section,rollNo,fatherName,motherName,dateOfBirth,address,phone,schoolId,attendance,marks
8478,Arjun Rout,Class 4,E,8478,Mr. Arnav Rout,Mrs. Rudra Rout,2012-03-11,"Village, Street 2, Cuttack",9761803575,18,75,"{""social_science"": 87, ""odia"": 65, ""mathematics"": 77, ""hindi"": 81, ""science"": 52}"
8479,Ishaan Tripathy,Class 2,D,8479,Mr. Rudra Tripathy,Mrs. Aadhya Tripathy,2012-08-30,"Village, Street 2, Balasore",9617077499,18,75,"{""computer_science"": 54, ""english"": 79, ""science"": 43, ""mathematics"": 58}"
8480,Aditya Mohapatra,Class 9,B,8480,Mr. Jai Mohapatra,Mrs. Sai Mohapatra,2012-01-30,"House 456, Street 2, Mayurbhanj",9312242779,18,95,"{""science"": 79, ""hindi"": 50, ""odia"": 66, ""social_science"": 77, ""english"": 79, ""mathematics"": 67, ""computer_science"": 93}"
8481,Abhinav Pradhan,Class 4,A,8481,Mr. Neil Pradhan,Mrs. Shaurya Pradhan,2011-02-14,"Village, Road 3, Khurda",9593818680,18,96,"{""social_science"": 81, ""hindi"": 81, ""science"": 60, ""odia"": 80, ""english"": 50}"
8482,Darsh Patel,Class 5,D,8482,Mr. Om Patel,Mrs. Rishabh Patel,2015-02-24,"Plot 123, Street 2, Mayurbhanj",9485823131,18,76,"{""science"": 54, ""mathematics"": 81, ""computer_science"": 44, ""social_science"": 44, ""odia"": 53}"
8483,Ayaan Patel,Class 5,C,8483,Mr. Ayaan Patel,Mrs. Kian Patel,2013-03-22,"Village, Street 2, Mayurbhanj",9319847825,18,88,"{""english"": 73, ""hindi"": 42, ""odia"": 82, ""mathematics"": 73, ""science"": 64}"
8484,Prisha Maharana,Class 4,A,8484,Mr. Krishna Maharana,Mrs. Riya Maharana,2011-04-25,"Village, Street 2, Puri",9942818266,18,80,"{""computer_science"": 77, ""odia"": 66, ""mathematics"": 66, ""hindi"": 69, ""science"": 47}"
8485,Myra Sahoo,Class 9,C,8485,Mr. Raghav Sahoo,Mrs. Atharv Sahoo,2011-11-25,"Village, Lane 1, Cuttack",9381971962,18,78,"{""english"": 57, ""science"": 76, ""odia"": 83, ""social_science"": 74, ""computer_science"": 54, ""mathematics"": 90, ""hindi"": 64}"
8486,Yash Mohanty,Class 7,C,8486,Mr. Pihu Mohanty,Mrs. Aarav Mohanty,2015-02-22,"Village, Road 3, Puri",9173650436,18,83,"{""computer_science"": 92, ""mathematics"": 54, ""science"": 58, ""social_science"": 44, ""english"": 48, ""odia"": 69}"
8487,Rishabh Sahu,Class 10,A,8487,Mr. Sai Sahu,Mrs. Arnav Sahu,2014-07-02,"Village, Lane 1, Balasore",9627531083,18,79,"{""hindi"": 50, ""mathematics"": 83, ""computer_science"": 67, ""odia"": 75, ""english"": 80, ""science"": 74, ""social_science"": 53}"
8488,Rudra Sahu,Class 10,B,8488,Mr. Reyansh Sahu,Mrs. Ishaan Sahu,2015-04-02,"House 456, Street 2, Balasore",9736869143,18,97,"{""mathematics"": 68, ""hindi"": 78, ""social_science"": 49, ""computer_science"": 55, ""odia"": 84, ""science"": 41, ""english"": 90}"
8489,Dev Naik,Class 7,A,8489,Mr. Anika Naik,Mrs. Aanya Naik,2012-10-16,"Plot 123, Road 3, Khurda",9108534631,18,91,"{""science"": 67, ""odia"": 83, ""social_science"": 66, ""hindi"": 83, ""computer_science"": 90, ""english"": 67}"
8490,Jai Panda,Class 3,B,8490,Mr. Aditya Panda,Mrs. Samarth Panda,2011-08-12,"House 456, Road 3, Cuttack",9205368157,18,81,"{""mathematics"": 48, ""english"": 52, ""science"": 70, ""social_science"": 93}"
8491,Khushi Parida,Class 3,A,8491,Mr. Darsh Parida,Mrs. Aanya Parida,2013-11-18,"Plot 123, Lane 1, Puri",9503592726,18,85,"{""computer_science"": 76, ""mathematics"": 67, ""science"": 85, ""social_science"": 93}"
8492,Anaya Barik,Class 5,D,8492,Mr. Myra Barik,Mrs. Diya Barik,2011-03-17,"Plot 123, Street 2, Puri",9950632030,18,86,"{""social_science"": 68, ""hindi"": 74, ""science"": 73, ""english"": 95, ""mathematics"": 56}"
8493,Vihaan Maharana,Class 6,D,8493,Mr. Kabir Maharana,Mrs. Arjun Maharana,2012-06-21,"Plot 123, Street 2, Cuttack",9837446771,18,91,"{""social_science"": 85, ""odia"": 53, ""science"": 65, ""hindi"": 75, ""computer_science"": 47, ""mathematics"": 83}"
8494,Krishna Senapati,Class 10,E,8494,Mr. Kabir Senapati,Mrs. Rishabh Senapati,2015-04-16,"House 456, Street 2, Mayurbhanj",9230836431,18,76,"{""odia"": 79, ""social_science"": 66, ""science"": 75, ""hindi"": 61, ""computer_science"": 72, ""mathematics"": 66, ""english"": 49}"
8495,Vivaan Kumar,Class 1,B,8495,Mr. Khushi Kumar,Mrs. Navya Kumar,2011-03-24,"House 456, Lane 1, Cuttack",9960273741,18,98,"{""mathematics"": 41, ""computer_science"": 59, ""odia"": 66}"
8496,Samarth Kumar,Class 2,C,8496,Mr. Myra Kumar,Mrs. Yash Kumar,2015-08-16,"Village, Street 2, Balasore",9323017696,18,91,"{""mathematics"": 73, ""english"": 90, ""odia"": 41, ""social_science"": 87}"
8497,Krishna Kar,Class 4,E,8497,Mr. Rishabh Kar,Mrs. Diya Kar,2011-09-08,"Plot 123, Street 2, Khurda",9953627216,18,84,"{""computer_science"": 79, ""science"": 67, ""hindi"": 41, ""social_science"": 82, ""mathematics"": 73}"
8498,Krishna Patel,Class 7,E,8498,Mr. Abhinav Patel,Mrs. Atharv Patel,2015-07-14,"House 456, Street 2, Balasore",9112697353,18,83,"{""mathematics"": 85, ""english"": 85, ""hindi"": 84, ""computer_science"": 53, ""science"": 47, ""social_science"": 78}"
8499,Khushi Sahu,Class 3,C,8499,Mr. Anaya Sahu,Mrs. Riya Sahu,2011-09-20,"Plot 123, Street 2, Balasore",9407894158,18,79,"{""mathematics"": 81, ""science"": 95, ""computer_science"": 66, ""social_science"": 72}"
8500,Kavya Maharana,Class 10,C,8500,Mr. Aryan Maharana,Mrs. Daksh Maharana,2012-10-05,"Plot 123, Street 2, Puri",9208011666,18,77,"{""social_science"": 54, ""odia"": 64, ""hindi"": 81, ""mathematics"": 54, ""computer_science"": 63, ""english"": 76, ""science"": 67}"
8501,Dev Mohanty,Class 10,A,8501,Mr. Arjun Mohanty,Mrs. Pihu Mohanty,2012-04-19,"Plot 123, Road 3, Balasore",9184394347,18,91,"{""hindi"": 73, ""science"": 85, ""odia"": 67, ""computer_science"": 42, ""social_science"": 81, ""mathematics"": 41, ""english"": 44}"
8502,Divyansh Behera,Class 3,E,8502,Mr. Vivaan Behera,Mrs. Kian Behera,2012-01-26,"House 456, Lane 1, Balasore",9388517027,18,97,"{""english"": 55, ""odia"": 92, ""mathematics"": 54, ""science"": 46}"
8503,Diya Rout,Class 5,B,8503,Mr. Anaya Rout,Mrs. Navya Rout,2014-05-16,"House 456, Street 2, Mayurbhanj",9875590061,18,82,"{""computer_science"": 66, ""english"": 85, ""science"": 49, ""odia"": 74, ""hindi"": 87}"
8504,Ishaan Lenka,Class 7,B,8504,Mr. Darsh Lenka,Mrs. Vedant Lenka,2011-01-09,"House 456, Street 2, Balasore",9456901220,18,83,"{""computer_science"": 44, ""english"": 64, ""odia"": 44, ""hindi"": 46, ""social_science"": 76, ""mathematics"": 68}"
8505,Khushi Singh,Class 10,D,8505,Mr. Kian Singh,Mrs. Harsh Singh,2011-02-13,"House 456, Street 2, Balasore",9228268096,18,80,"{""social_science"": 42, ""science"": 61, ""computer_science"": 43, ""hindi"": 84, ""odia"": 56, ""mathematics"": 95, ""english"": 78}"
8506,Samarth Mishra,Class 4,E,8506,Mr. Ishaan Mishra,Mrs. Aadhya Mishra,2012-05-18,"House 456, Street 2, Puri",9971304017,18,87,"{""hindi"": 90, ""mathematics"": 53, ""social_science"": 51, ""computer_science"": 43, ""odia"": 61}"
8507,Divyansh Tripathy,Class 8,C,8507,Mr. Diya Tripathy,Mrs. Yash Tripathy,2011-09-26,"Plot 123, Road 3, Cuttack",9827739521,18,90,"{""hindi"": 63, ""odia"": 77, ""mathematics"": 76, ""english"": 50, ""computer_science"": 89, ""social_science"": 44, ""science"": 95}"
8508,Samarth Das,Class 4,E,8508,Mr. Vivaan Das,Mrs. Dev Das,2014-07-31,"Village, Lane 1, Khurda",9362577454,18,85,"{""science"": 94, ""odia"": 95, ""computer_science"": 82, ""mathematics"": 75, ""english"": 79}"
8509,Anika Rout,Class 2,E,8509,Mr. Aditya Rout,Mrs. Abhinav Rout,2015-04-12,"Village, Road 3, Puri",9758475224,18,80,"{""computer_science"": 48, ""hindi"": 88, ""mathematics"": 94, ""odia"": 41}"
8510,Om Senapati,Class 7,C,8510,Mr. Harsh Senapati,Mrs. Vedant Senapati,2011-07-19,"House 456, Lane 1, Puri",9671249205,18,76,"{""hindi"": 92, ""odia"": 51, ""social_science"": 80, ""science"": 69, ""computer_science"": 78, ""english"": 93}"
8511,Inaya Biswal,Class 1,B,8511,Mr. Divyansh Biswal,Mrs. Darsh Biswal,2011-02-27,"House 456, Street 2, Balasore",9120918203,18,84,"{""hindi"": 76, ""science"": 60, ""social_science"": 87}"
8512,Shanaya Sharma,Class 9,C,8512,Mr. Shivansh Sharma,Mrs. Pari Sharma,2011-01-17,"House 456, Road 3, Mayurbhanj",9352762707,18,76,"{""english"": 72, ""computer_science"": 51, ""odia"": 75, ""social_science"": 79, ""science"": 60, ""mathematics"": 51, ""hindi"": 76}"
8513,Aryan Sahu,Class 2,D,8513,Mr. Kavya Sahu,Mrs. Harsh Sahu,2015-02-06,"House 456, Road 3, Cuttack",9784621220,18,97,"{""english"": 55, ""hindi"": 56, ""mathematics"": 92, ""social_science"": 41}"
8514,Vihaan Pradhan,Class 7,B,8514,Mr. Aanya Pradhan,Mrs. Yash Pradhan,2015-02-15,"Village, Street 2, Cuttack",9945241403,18,94,"{""mathematics"": 95, ""english"": 87, ""science"": 48, ""social_science"": 67, ""computer_science"": 58, ""hindi"": 58}"
8515,Raghav Kar,Class 7,B,8515,Mr. Yash Kar,Mrs. Avni Kar,2011-03-27,"Village, Street 2, Cuttack",9546257176,18,91,"{""computer_science"": 68, ""odia"": 73, ""social_science"": 54, ""hindi"": 78, ""mathematics"": 47, ""science"": 45}"
8516,Anika Biswal,Class 1,E,8516,Mr. Riya Biswal,Mrs. Khushi Biswal,2012-11-11,"House 456, Street 2, Balasore",9307851270,18,76,"{""odia"": 58, ""science"": 58, ""hindi"": 87}"
8517,Avni Sahoo,Class 6,A,8517,Mr. Aadhya Sahoo,Mrs. Shaurya Sahoo,2011-03-14,"Plot 123, Lane 1, Cuttack",9527740978,18,78,"{""odia"": 78, ""mathematics"": 43, ""social_science"": 69, ""english"": 95, ""science"": 49, ""computer_science"": 50}"
8518,Darsh Das,Class 7,C,8518,Mr. Divyansh Das,Mrs. Kavya Das,2012-10-05,"House 456, Road 3, Balasore",9659964208,18,89,"{""english"": 90, ""science"": 46, ""mathematics"": 88, ""hindi"": 87, ""odia"": 44, ""social_science"": 73}"
8519,Arnav Panda,Class 4,B,8519,Mr. Pihu Panda,Mrs. Darsh Panda,2011-06-10,"House 456, Street 2, Balasore",9934700842,18,91,"{""hindi"": 60, ""social_science"": 79, ""science"": 52, ""mathematics"": 86, ""odia"": 67}"
8520,Reyansh Das,Class 5,D,8520,Mr. Krishna Das,Mrs. Aanya Das,2014-05-20,"Village, Lane 1, Mayurbhanj",9545385144,18,80,"{""science"": 40, ""mathematics"": 85, ""computer_science"": 71, ""english"": 40, ""hindi"": 62}"
8521,Krishna Tripathy,Class 7,C,8521,Mr. Shaurya Tripathy,Mrs. Atharv Tripathy,2011-07-22,"Village, Street 2, Puri",9846062060,18,95,"{""science"": 59, ""mathematics"": 90, ""hindi"": 73, ""english"": 55, ""computer_science"": 89, ""social_science"": 74}"
8522,Vivaan Sharma,Class 8,E,8522,Mr. Arnav Sharma,Mrs. Kiaan Sharma,2013-09-02,"Plot 123, Street 2, Khurda",9934746965,18,93,"{""odia"": 87, ""mathematics"": 60, ""hindi"": 67, ""computer_science"": 76, ""social_science"": 94, ""science"": 64, ""english"": 45}"
8523,Darsh Sharma,Class 7,B,8523,Mr. Diya Sharma,Mrs. Khushi Sharma,2014-07-11,"House 456, Lane 1, Cuttack",9203077555,18,97,"{""odia"": 74, ""science"": 95, ""social_science"": 83, ""computer_science"": 55, ""mathematics"": 65, ""english"": 87}"
8524,Kavya Das,Class 3,C,8524,Mr. Pihu Das,Mrs. Shaurya Das,2013-06-23,"House 456, Street 2, Cuttack",9745825268,18,80,"{""mathematics"": 62, ""hindi"": 82, ""social_science"": 45, ""odia"": 73}"
8525,Anaya Panda,Class 2,C,8525,Mr. Kian Panda,Mrs. Daksh Panda,2011-06-02,"Village, Street 2, Mayurbhanj",9833009902,18,97,"{""odia"": 72, ""hindi"": 68, ""computer_science"": 40, ""mathematics"": 42}"
8526,Saanvi Behera,Class 6,C,8526,Mr. Dev Behera,Mrs. Inaya Behera,2011-11-06,"Village, Street 2, Cuttack",9628654130,18,89,"{""mathematics"": 91, ""social_science"": 89, ""science"": 80, ""computer_science"": 49, ""english"": 86, ""odia"": 69}"
8527,Neil Maharana,Class 9,D,8527,Mr. Vivaan Maharana,Mrs. Pari Maharana,2014-09-25,"Plot 123, Lane 1, Mayurbhanj",9121422782,18,83,"{""computer_science"": 43, ""english"": 82, ""hindi"": 68, ""science"": 57, ""social_science"": 73, ""odia"": 95, ""mathematics"": 59}"
8528,Saanvi Parida,Class 1,D,8528,Mr. Prisha Parida,Mrs. Vivaan Parida,2010-11-26,"Village, Street 2, Cuttack",9335556398,18,97,"{""odia"": 90, ""social_science"": 54, ""hindi"": 92}"
8529,Avni Kumar,Class 6,C,8529,Mr. Rudra Kumar,Mrs. Vivaan Kumar,2014-01-23,"Plot 123, Street 2, Mayurbhanj",9480436260,18,82,"{""social_science"": 67, ""english"": 86, ""hindi"": 82, ""mathematics"": 55, ""odia"": 44, ""computer_science"": 76}"
8530,Pihu Mohanty,Class 4,C,8530,Mr. Vedant Mohanty,Mrs. Arnav Mohanty,2014-10-23,"Village, Road 3, Puri",9963100448,18,88,"{""social_science"": 88, ""odia"": 68, ""english"": 67, ""computer_science"": 52, ""hindi"": 55}"
8531,Reyansh Kumar,Class 4,C,8531,Mr. Prisha Kumar,Mrs. Ishaan Kumar,2011-02-09,"House 456, Road 3, Khurda",9172297437,18,90,"{""science"": 74, ""english"": 82, ""mathematics"": 90, ""computer_science"": 48, ""hindi"": 74}"
8532,Kavya Kar,Class 5,C,8532,Mr. Reyansh Kar,Mrs. Abhinav Kar,2015-07-20,"Village, Lane 1, Puri",9683651237,18,82,"{""odia"": 63, ""computer_science"": 66, ""science"": 59, ""english"": 73, ""hindi"": 47}"
8533,Kavya Tripathy,Class 1,A,8533,Mr. Myra Tripathy,Mrs. Kian Tripathy,2013-10-23,"Village, Lane 1, Puri",9465982797,18,94,"{""hindi"": 87, ""science"": 92, ""english"": 66}"
8534,Arnav Jena,Class 6,B,8534,Mr. Avni Jena,Mrs. Rudra Jena,2013-12-03,"House 456, Lane 1, Khurda",9608097255,18,94,"{""science"": 85, ""computer_science"": 74, ""english"": 80, ""mathematics"": 46, ""social_science"": 71, ""odia"": 88}"
8535,Ishaan Mallick,Class 2,D,8535,Mr. Arnav Mallick,Mrs. Kiaan Mallick,2014-03-16,"Plot 123, Road 3, Khurda",9957601636,18,87,"{""science"": 81, ""mathematics"": 73, ""social_science"": 56, ""computer_science"": 49}"
8536,Aryan Mallick,Class 3,B,8536,Mr. Navya Mallick,Mrs. Pihu Mallick,2014-05-24,"House 456, Street 2, Khurda",9624751540,18,95,"{""science"": 45, ""hindi"": 68, ""mathematics"": 85, ""english"": 83}"
8537,Harsh Dash,Class 6,E,8537,Mr. Daksh Dash,Mrs. Om Dash,2013-08-16,"House 456, Street 2, Puri",9352679805,18,97,"{""mathematics"": 47, ""english"": 57, ""odia"": 40, ""social_science"": 58, ""hindi"": 56, ""science"": 67}"
8538,Avni Parida,Class 8,A,8538,Mr. Diya Parida,Mrs. Vihaan Parida,2015-03-21,"House 456, Road 3, Mayurbhanj",9278702780,18,81,"{""hindi"": 55, ""social_science"": 69, ""english"": 49, ""science"": 64, ""computer_science"": 52, ""odia"": 55, ""mathematics"": 42}"
8539,Arjun Behera,Class 6,E,8539,Mr. Om Behera,Mrs. Ishaan Behera,2015-09-14,"Plot 123, Lane 1, Balasore",9423691568,18,94,"{""english"": 95, ""science"": 86, ""mathematics"": 83, ""computer_science"": 48, ""odia"": 50, ""social_science"": 51}"
8540,Kavya Mohanty,Class 4,A,8540,Mr. Shaurya Mohanty,Mrs. Pihu Mohanty,2012-03-09,"House 456, Lane 1, Cuttack",9627778476,18,75,"{""computer_science"": 54, ""hindi"": 94, ""odia"": 56, ""mathematics"": 53, ""science"": 95}"
8541,Anika Mohanty,Class 1,B,8541,Mr. Aanya Mohanty,Mrs. Arnav Mohanty,2011-02-24,"Plot 123, Street 2, Balasore",9611181309,18,94,"{""science"": 57, ""mathematics"": 53, ""odia"": 50}"
8542,Aarav Sahoo,Class 10,C,8542,Mr. Saanvi Sahoo,Mrs. Navya Sahoo,2012-08-16,"Plot 123, Lane 1, Balasore",9458583989,18,97,"{""english"": 72, ""science"": 51, ""mathematics"": 67, ""odia"": 73, ""computer_science"": 59, ""hindi"": 60, ""social_science"": 75}"
8543,Arnav Naik,Class 8,E,8543,Mr. Yash Naik,Mrs. Saanvi Naik,2011-03-17,"Plot 123, Lane 1, Khurda",9370570364,18,93,"{""computer_science"": 59, ""english"": 81, ""social_science"": 55, ""odia"": 66, ""mathematics"": 62, ""hindi"": 59, ""science"": 66}"
8544,Arjun Kar,Class 9,A,8544,Mr. Ishaan Kar,Mrs. Reyansh Kar,2013-07-16,"Plot 123, Road 3, Balasore",9528302622,18,83,"{""english"": 57, ""odia"": 50, ""hindi"": 95, ""social_science"": 81, ""computer_science"": 93, ""science"": 66, ""mathematics"": 55}"
8545,Avni Sahoo,Class 2,D,8545,Mr. Avni Sahoo,Mrs. Samarth Sahoo,2015-03-31,"Village, Street 2, Khurda",9967258396,18,89,"{""computer_science"": 40, ""english"": 90, ""mathematics"": 41, ""hindi"": 55}"
8546,Arjun Sharma,Class 4,C,8546,Mr. Khushi Sharma,Mrs. Vivaan Sharma,2014-03-15,"Village, Lane 1, Mayurbhanj",9546544633,18,90,"{""science"": 60, ""mathematics"": 90, ""hindi"": 50, ""odia"": 43, ""computer_science"": 81}"
8547,Aarav Naik,Class 6,E,8547,Mr. Aadhya Naik,Mrs. Kiaan Naik,2015-05-15,"Plot 123, Road 3, Balasore",9493436394,18,94,"{""computer_science"": 94, ""odia"": 48, ""mathematics"": 48, ""hindi"": 90, ""social_science"": 81, ""english"": 56}"
8548,Pari Lenka,Class 8,B,8548,Mr. Raghav Lenka,Mrs. Kavya Lenka,2011-03-09,"Village, Street 2, Puri",9611148717,18,80,"{""hindi"": 59, ""computer_science"": 50, ""mathematics"": 91, ""social_science"": 83, ""odia"": 60, ""science"": 64, ""english"": 52}"
8549,Jai Naik,Class 4,C,8549,Mr. Kabir Naik,Mrs. Ayaan Naik,2014-11-10,"House 456, Road 3, Balasore",9844036192,18,88,"{""social_science"": 78, ""odia"": 79, ""computer_science"": 92, ""hindi"": 90, ""english"": 58}"
8550,Aryan Senapati,Class 7,B,8550,Mr. Harsh Senapati,Mrs. Myra Senapati,2011-06-02,"Village, Road 3, Khurda",9780531742,18,84,"{""odia"": 82, ""science"": 72, ""mathematics"": 90, ""hindi"": 56, ""computer_science"": 41, ""social_science"": 82}"
8551,Shivansh Pradhan,Class 1,C,8551,Mr. Aanya Pradhan,Mrs. Jai Pradhan,2013-12-14,"House 456, Lane 1, Mayurbhanj",9628735872,18,75,"{""hindi"": 59, ""odia"": 42, ""social_science"": 44}"
8552,Rudra Lenka,Class 1,C,8552,Mr. Daksh Lenka,Mrs. Saanvi Lenka,2014-06-13,"House 456, Road 3, Mayurbhanj",9344320226,18,91,"{""social_science"": 91, ""hindi"": 94, ""computer_science"": 85}"
8553,Daksh Panda,Class 3,B,8553,Mr. Dev Panda,Mrs. Aditya Panda,2012-01-17,"House 456, Road 3, Puri",9159207197,18,75,"{""computer_science"": 60, ""mathematics"": 45, ""english"": 71, ""odia"": 77}"
8554,Rudra Mishra,Class 6,A,8554,Mr. Anaya Mishra,Mrs. Daksh Mishra,2010-12-09,"House 456, Road 3, Cuttack",9117175083,18,84,"{""social_science"": 60, ""computer_science"": 40, ""science"": 66, ""english"": 75, ""odia"": 42, ""mathematics"": 57}"
8555,Pihu Mishra,Class 7,C,8555,Mr. Inaya Mishra,Mrs. Neil Mishra,2011-08-15,"Plot 123, Lane 1, Mayurbhanj",9726136348,18,89,"{""english"": 84, ""hindi"": 48, ""odia"": 81, ""computer_science"": 76, ""mathematics"": 94, ""social_science"": 84}"
8556,Vivaan Lenka,Class 1,B,8556,Mr. Vihaan Lenka,Mrs. Anaya Lenka,2013-01-02,"Plot 123, Road 3, Khurda",9811750899,18,92,"{""english"": 70, ""mathematics"": 94, ""science"": 77}"
8557,Shivansh Swain,Class 9,A,8557,Mr. Sai Swain,Mrs. Arnav Swain,2013-09-20,"House 456, Lane 1, Cuttack",9838554980,18,83,"{""science"": 61, ""computer_science"": 67, ""hindi"": 53, ""odia"": 57, ""mathematics"": 72, ""english"": 79, ""social_science"": 87}"
8558,Atharv Biswal,Class 6,E,8558,Mr. Vihaan Biswal,Mrs. Aditya Biswal,2012-04-16,"House 456, Street 2, Puri",9993781725,18,95,"{""mathematics"": 80, ""science"": 91, ""computer_science"": 67, ""english"": 83, ""odia"": 88, ""hindi"": 63}"
8559,Aarav Panda,Class 8,E,8559,Mr. Jai Panda,Mrs. Shanaya Panda,2011-06-19,"House 456, Road 3, Puri",9587152890,18,82,"{""science"": 80, ""odia"": 57, ""english"": 94, ""computer_science"": 51, ""social_science"": 48, ""mathematics"": 77, ""hindi"": 72}"
8560,Daksh Barik,Class 10,C,8560,Mr. Divyansh Barik,Mrs. Divyansh Barik,2011-01-01,"Plot 123, Road 3, Puri",9724495865,18,77,"{""hindi"": 52, ""computer_science"": 66, ""mathematics"": 48, ""social_science"": 40, ""english"": 77, ""odia"": 64, ""science"": 56}"
8561,Rishabh Barik,Class 3,C,8561,Mr. Riya Barik,Mrs. Prisha Barik,2013-12-02,"House 456, Road 3, Balasore",9298010925,18,91,"{""computer_science"": 69, ""odia"": 77, ""mathematics"": 53, ""social_science"": 49}"
8562,Vihaan Naik,Class 9,A,8562,Mr. Reyansh Naik,Mrs. Avni Naik,2011-09-06,"Plot 123, Street 2, Puri",9672233345,18,88,"{""mathematics"": 61, ""science"": 65, ""computer_science"": 63, ""social_science"": 70, ""english"": 59, ""hindi"": 72, ""odia"": 60}"
8563,Raghav Kumar,Class 8,A,8563,Mr. Avni Kumar,Mrs. Aadhya Kumar,2015-05-17,"House 456, Street 2, Balasore",9257037362,18,80,"{""computer_science"": 45, ""social_science"": 51, ""mathematics"": 71, ""english"": 74, ""science"": 76, ""odia"": 60, ""hindi"": 72}"
8564,Shanaya Nayak,Class 9,A,8564,Mr. Prisha Nayak,Mrs. Ishaan Nayak,2014-11-16,"Plot 123, Street 2, Balasore",9290170643,18,94,"{""science"": 92, ""english"": 83, ""social_science"": 79, ""hindi"": 73, ""mathematics"": 89, ""computer_science"": 40, ""odia"": 44}"
8565,Shivansh Rout,Class 3,B,8565,Mr. Saanvi Rout,Mrs. Riya Rout,2013-02-22,"Village, Road 3, Khurda",9420448457,18,80,"{""social_science"": 46, ""mathematics"": 59, ""hindi"": 76, ""odia"": 51}"
8566,Daksh Mohapatra,Class 10,D,8566,Mr. Krishna Mohapatra,Mrs. Kabir Mohapatra,2010-10-01,"House 456, Street 2, Cuttack",9954266102,18,81,"{""science"": 93, ""computer_science"": 80, ""odia"": 44, ""social_science"": 49, ""english"": 93, ""mathematics"": 95, ""hindi"": 75}"
8567,Vedant Lenka,Class 3,B,8567,Mr. Krishna Lenka,Mrs. Diya Lenka,2012-02-07,"House 456, Street 2, Mayurbhanj",9695560887,18,96,"{""hindi"": 65, ""english"": 61, ""science"": 93, ""odia"": 85}"
8568,Divyansh Das,Class 5,E,8568,Mr. Neil Das,Mrs. Khushi Das,2013-07-22,"House 456, Lane 1, Khurda",9729958861,18,83,"{""hindi"": 81, ""science"": 69, ""mathematics"": 57, ""computer_science"": 71, ""english"": 94}"
8569,Krishna Naik,Class 2,E,8569,Mr. Prisha Naik,Mrs. Kavya Naik,2014-09-03,"House 456, Lane 1, Puri",9510606152,18,86,"{""social_science"": 44, ""computer_science"": 69, ""science"": 73, ""mathematics"": 83}"
8570,Ayaan Lenka,Class 2,A,8570,Mr. Reyansh Lenka,Mrs. Yash Lenka,2014-10-09,"House 456, Street 2, Balasore",9251445201,18,77,"{""social_science"": 45, ""english"": 76, ""mathematics"": 90, ""computer_science"": 62}"
8571,Jai Panda,Class 6,A,8571,Mr. Kiaan Panda,Mrs. Arjun Panda,2012-12-13,"Village, Street 2, Puri",9402145271,18,86,"{""hindi"": 82, ""mathematics"": 68, ""science"": 54, ""english"": 84, ""odia"": 69, ""computer_science"": 79}"
8572,Rudra Barik,Class 5,C,8572,Mr. Anaya Barik,Mrs. Vedant Barik,2014-07-15,"House 456, Street 2, Khurda",9904184720,18,80,"{""odia"": 53, ""science"": 85, ""computer_science"": 83, ""hindi"": 44, ""social_science"": 91}"
8573,Reyansh Nayak,Class 4,B,8573,Mr. Shivansh Nayak,Mrs. Shanaya Nayak,2011-03-04,"Village, Street 2, Cuttack",9368039116,18,97,"{""social_science"": 72, ""computer_science"": 56, ""odia"": 71, ""science"": 42, ""mathematics"": 71}"
8574,Shivansh Sahu,Class 4,A,8574,Mr. Shivansh Sahu,Mrs. Pari Sahu,2012-12-10,"Village, Street 2, Mayurbhanj",9628360557,18,94,"{""hindi"": 55, ""science"": 70, ""computer_science"": 48, ""english"": 57, ""odia"": 54}"
8575,Khushi Mishra,Class 7,A,8575,Mr. Arnav Mishra,Mrs. Darsh Mishra,2012-06-06,"Village, Lane 1, Mayurbhanj",9209465032,18,95,"{""hindi"": 46, ""social_science"": 71, ""mathematics"": 42, ""computer_science"": 49, ""english"": 45, ""science"": 51}"
8576,Atharv Singh,Class 9,B,8576,Mr. Darsh Singh,Mrs. Kiaan Singh,2011-02-28,"Village, Street 2, Mayurbhanj",9810160820,18,84,"{""science"": 93, ""mathematics"": 44, ""hindi"": 59, ""social_science"": 92, ""english"": 49, ""computer_science"": 52, ""odia"": 78}"
8577,Abhinav Mohapatra,Class 7,C,8577,Mr. Krishna Mohapatra,Mrs. Neil Mohapatra,2013-04-08,"House 456, Road 3, Balasore",9363416159,18,97,"{""english"": 87, ""mathematics"": 75, ""hindi"": 54, ""computer_science"": 67, ""science"": 94, ""odia"": 51}"
8578,Om Mohanty,Class 8,C,8578,Mr. Daksh Mohanty,Mrs. Sai Mohanty,2011-12-10,"Village, Lane 1, Puri",9470481584,18,88,"{""english"": 51, ""computer_science"": 52, ""hindi"": 48, ""odia"": 91, ""mathematics"": 89, ""social_science"": 88, ""science"": 95}"
8579,Shanaya Naik,Class 8,A,8579,Mr. Aadhya Naik,Mrs. Shaurya Naik,2012-03-15,"House 456, Street 2, Mayurbhanj",9580812731,18,90,"{""science"": 42, ""computer_science"": 72, ""mathematics"": 92, ""odia"": 68, ""hindi"": 50, ""social_science"": 66, ""english"": 64}"
8580,Krishna Jena,Class 5,B,8580,Mr. Khushi Jena,Mrs. Kiaan Jena,2013-02-10,"Plot 123, Lane 1, Puri",9418025522,18,90,"{""english"": 83, ""science"": 53, ""mathematics"": 75, ""hindi"": 90, ""computer_science"": 42}"
